transcript_id	TPM
Gpal_D383_g01750.t1	8.410444
Gpal_D383_g01751.t1	12.727105
Gpal_D383_g01752.t1	57.474640
Gpal_D383_g01754.t1	53.468029
Gpal_D383_g01756.t1	61.541775
Gpal_D383_g01757.t1	12.393329
Gpal_D383_g01766.t1	7.951268
Gpal_D383_g01767.t1	72.462784
Gpal_D383_g01765.t1	280.489227
Gpal_D383_g01769.t1	0.000000
Gpal_D383_g01771.t1	0.000000
Gpal_D383_g01768.t1	8.781719
Gpal_D383_g01770.t1	3.170886
Gpal_D383_g01772.t1	332.025970
Gpal_D383_g01773.t1	554.542358
Gpal_D383_g01775.t1	23.997173
Gpal_D383_g01774.t1	65.793655
Gpal_D383_g01777.t1	33.932560
Gpal_D383_g01776.t1	213.161163
Gpal_D383_g01785.t1	18.412737
Gpal_D383_g01786.t1	18.550026
Gpal_D383_g01787.t1	232.529419
Gpal_D383_g01781.t1	0.000000
Gpal_D383_g01782.t1	0.000000
Gpal_D383_g01783.t1	0.000000
Gpal_D383_g01778.t1	244.049622
Gpal_D383_g01779.t1	25.108521
Gpal_D383_g01780.t1	56.916550
Gpal_D383_g01784.t1	21.571247
Gpal_D383_g01793.t1	0.349620
Gpal_D383_g01794.t1	0.000000
Gpal_D383_g01803.t1	0.000000
Gpal_D383_g01803.t3	0.000000
Gpal_D383_g01803.t2	0.431767
Gpal_D383_g01791.t2	0.000000
Gpal_D383_g01789.t1	23.934061
Gpal_D383_g01790.t1	29.701860
Gpal_D383_g01791.t1	35.281303
Gpal_D383_g01791.t3	5.629741
Gpal_D383_g01814.t1	2.766922
Gpal_D383_g01813.t1	151.463593
Gpal_D383_g01819.t1	2.153178
Gpal_D383_g01820.t1	19.677774
Gpal_D383_g01816.t1	0.000000
Gpal_D383_g01816.t3	0.000000
Gpal_D383_g01816.t2	8.544954
Gpal_D383_g01816.t4	4.387298
Gpal_D383_g01816.t6	9.999557
Gpal_D383_g01816.t5	2.315394
Gpal_D383_g01816.t7	4.000154
Gpal_D383_g01817.t1	2.106028
Gpal_D383_g01818.t1	34.134876
Gpal_D383_g01816.t8	17.230782
Gpal_D383_g01804.t1	0.000000
Gpal_D383_g01809.t2	0.000000
Gpal_D383_g01804.t2	116.270096
Gpal_D383_g01805.t1	32.990105
Gpal_D383_g01806.t1	2.668011
Gpal_D383_g01805.t2	0.413865
Gpal_D383_g01805.t3	13.070327
Gpal_D383_g01807.t1	75.408974
Gpal_D383_g01808.t1	4.492984
Gpal_D383_g01809.t1	30.153839
Gpal_D383_g01809.t3	41.504795
Gpal_D383_g01810.t1	5.066599
Gpal_D383_g01811.t1	12.306561
Gpal_D383_g01812.t1	32.262539
Gpal_D383_g01822.t2	0.000000
Gpal_D383_g01823.t1	0.000000
Gpal_D383_g01825.t2	0.000000
Gpal_D383_g01821.t1	8.263986
Gpal_D383_g01822.t1	2.234457
Gpal_D383_g01824.t1	7.607065
Gpal_D383_g01825.t1	23.163729
Gpal_D383_g01826.t1	23.999180
Gpal_D383_g01826.t2	4.385746
Gpal_D383_g01827.t1	65.910667
Gpal_D383_g01830.t1	0.000000
Gpal_D383_g01831.t1	224.046112
Gpal_D383_g01832.t1	15.372358
Gpal_D383_g01828.t1	1781.770020
Gpal_D383_g01833.t1	0.000000
Gpal_D383_g01833.t3	0.000000
Gpal_D383_g01833.t2	6.257981
Gpal_D383_g01834.t1	49.233402
Gpal_D383_g01835.t1	92.540741
Gpal_D383_g01835.t2	74.087296
Gpal_D383_g01836.t1	8.643145
Gpal_D383_g01840.t1	0.000000
Gpal_D383_g01839.t1	3.221993
Gpal_D383_g01837.t1	47.131443
Gpal_D383_g01844.t1	0.000000
Gpal_D383_g01847.t1	12.667931
Gpal_D383_g01846.t1	0.000000
Gpal_D383_g01845.t1	37.823860
Gpal_D383_g01850.t1	1.306213
Gpal_D383_g01849.t1	94.518120
Gpal_D383_g01848.t1	51.846085
Gpal_D383_g01841.t1	46.124882
Gpal_D383_g01842.t1	82.073669
Gpal_D383_g01843.t1	45.955456
Gpal_D383_g01860.t1	22.957605
Gpal_D383_g01866.t1	16.631422
Gpal_D383_g01861.t1	46.440632
Gpal_D383_g01862.t1	2.925313
Gpal_D383_g01863.t1	8.961975
Gpal_D383_g01864.t1	23.334833
Gpal_D383_g01865.t1	134.480072
Gpal_D383_g01851.t2	0.000000
Gpal_D383_g01851.t3	0.000000
Gpal_D383_g01853.t1	0.000000
Gpal_D383_g01859.t1	0.000000
Gpal_D383_g01851.t1	4.311626
Gpal_D383_g01852.t1	5.350488
Gpal_D383_g01854.t1	9.667374
Gpal_D383_g01854.t2	4.259498
Gpal_D383_g01855.t1	2.843605
Gpal_D383_g01856.t1	18.138592
Gpal_D383_g01857.t1	8.090991
Gpal_D383_g01858.t1	11.448041
Gpal_D383_g01859.t2	41.324371
Gpal_D383_g01867.t1	109.447258
Gpal_D383_g01868.t1	6.658933
Gpal_D383_g01869.t1	122.679680
Gpal_D383_g01874.t1	56.590233
Gpal_D383_g01875.t1	0.000000
Gpal_D383_g01875.t3	0.000000
Gpal_D383_g01875.t2	10.473602
Gpal_D383_g01879.t1	14.328232
Gpal_D383_g01878.t1	33.498016
Gpal_D383_g01885.t1	1.381850
Gpal_D383_g01882.t1	24.431601
Gpal_D383_g01883.t1	15.286698
Gpal_D383_g01884.t1	15.627321
Gpal_D383_g01888.t1	0.000000
Gpal_D383_g01880.t1	38.183990
Gpal_D383_g01881.t1	40.865017
Gpal_D383_g01886.t1	6.937359
Gpal_D383_g01887.t1	1.967668
Gpal_D383_g01876.t1	0.000000
Gpal_D383_g01876.t2	27.906775
Gpal_D383_g01877.t1	98.705032
Gpal_D383_g01873.t3	0.000000
Gpal_D383_g01873.t4	0.000000
Gpal_D383_g01873.t5	0.000000
Gpal_D383_g01870.t1	86.190117
Gpal_D383_g01871.t1	714.737000
Gpal_D383_g01872.t1	59.844952
Gpal_D383_g01873.t1	71.411629
Gpal_D383_g01873.t2	32.881100
Gpal_D383_g01890.t1	5.778916
Gpal_D383_g01891.t1	19.645729
Gpal_D383_g01889.t1	235.631409
Gpal_D383_g01892.t1	47.827358
Gpal_D383_g01893.t1	0.237510
Gpal_D383_g01892.t2	2.113187
Gpal_D383_g01894.t1	170.997055
Gpal_D383_g01895.t1	65.109627
Gpal_D383_g01898.t1	0.000000
Gpal_D383_g01898.t2	1.026695
Gpal_D383_g01896.t1	71.323860
Gpal_D383_g01897.t1	38.004864
Gpal_D383_g01900.t1	0.000000
Gpal_D383_g01899.t1	142.614319
Gpal_D383_g01901.t1	20.443190
Gpal_D383_g01904.t1	34.198483
Gpal_D383_g01905.t1	16.385721
Gpal_D383_g01913.t1	5.907330
Gpal_D383_g01914.t1	3.822359
Gpal_D383_g01912.t3	0.000000
Gpal_D383_g01911.t1	22.509727
Gpal_D383_g01912.t1	5.848839
Gpal_D383_g01912.t4	39.937103
Gpal_D383_g01912.t2	3.726308
Gpal_D383_g01916.t2	0.000000
Gpal_D383_g01915.t1	2.871903
Gpal_D383_g01916.t1	5.117176
Gpal_D383_g01917.t1	12.813132
Gpal_D383_g01918.t1	106.260429
Gpal_D383_g01919.t1	42.322437
Gpal_D383_g01920.t1	23.531710
Gpal_D383_g01921.t1	24.997948
Gpal_D383_g01907.t1	0.000000
Gpal_D383_g01908.t1	0.000000
Gpal_D383_g01907.t3	0.000000
Gpal_D383_g01907.t6	0.000000
Gpal_D383_g01909.t1	0.000000
Gpal_D383_g01906.t1	0.007164
Gpal_D383_g01907.t2	44.684990
Gpal_D383_g01907.t4	42.644707
Gpal_D383_g01907.t5	4.939212
Gpal_D383_g01922.t1	61.504761
Gpal_D383_g01925.t1	0.000000
Gpal_D383_g01924.t1	0.000000
Gpal_D383_g01923.t1	50.013428
Gpal_D383_g01926.t1	20.293924
Gpal_D383_g01927.t1	12.381845
Gpal_D383_g01928.t1	124.648094
Gpal_D383_g01933.t1	7.416939
Gpal_D383_g01932.t1	0.000000
Gpal_D383_g01931.t1	9.247462
Gpal_D383_g01929.t1	29.640553
Gpal_D383_g01930.t1	270.993408
Gpal_D383_g01934.t1	468.001160
Gpal_D383_g01935.t1	170.838150
Gpal_D383_g01938.t1	0.000000
Gpal_D383_g01936.t1	35.326317
Gpal_D383_g01937.t1	1130.639648
Gpal_D383_g01937.t2	5.504024
Gpal_D383_g01982.t1	53.458591
Gpal_D383_g01983.t1	22.270844
Gpal_D383_g01984.t1	28.312082
Gpal_D383_g01985.t1	84.511559
Gpal_D383_g01986.t1	437.704437
Gpal_D383_g01987.t1	82.898720
Gpal_D383_g01990.t1	3.448551
Gpal_D383_g01988.t1	79.872360
Gpal_D383_g01989.t1	60.538239
Gpal_D383_g01992.t1	73.654968
Gpal_D383_g01994.t1	25.019915
Gpal_D383_g01993.t1	19.120142
Gpal_D383_g01991.t1	717.192810
Gpal_D383_g01997.t1	40.977295
Gpal_D383_g01995.t1	69.227531
Gpal_D383_g01996.t1	54.596119
Gpal_D383_g01955.t3	0.000000
Gpal_D383_g01973.t1	0.000000
Gpal_D383_g01976.t1	0.000000
Gpal_D383_g01978.t1	0.000000
Gpal_D383_g01939.t1	15.640792
Gpal_D383_g01940.t1	158.943878
Gpal_D383_g01941.t1	40.735489
Gpal_D383_g01942.t1	204.015045
Gpal_D383_g01943.t1	77.360298
Gpal_D383_g01944.t1	31.216368
Gpal_D383_g01945.t1	137.573502
Gpal_D383_g01946.t1	28.100470
Gpal_D383_g01947.t1	57.461849
Gpal_D383_g01948.t1	13.696943
Gpal_D383_g01949.t1	32.154869
Gpal_D383_g01950.t1	90.498726
Gpal_D383_g01951.t2	21.290081
Gpal_D383_g01951.t1	9.020134
Gpal_D383_g01951.t3	8.493194
Gpal_D383_g01952.t1	32.449692
Gpal_D383_g01953.t1	4.721988
Gpal_D383_g01954.t1	96.820885
Gpal_D383_g01955.t2	64.087280
Gpal_D383_g01955.t1	5.259431
Gpal_D383_g01956.t1	8.901519
Gpal_D383_g01957.t1	505.157074
Gpal_D383_g01958.t1	78.135063
Gpal_D383_g01959.t1	52.803902
Gpal_D383_g01960.t1	60.029408
Gpal_D383_g01961.t1	6.469731
Gpal_D383_g01962.t1	0.000000
Gpal_D383_g01963.t1	28.950941
Gpal_D383_g01964.t1	7.436358
Gpal_D383_g01965.t1	37.614399
Gpal_D383_g01966.t2	84.047653
Gpal_D383_g01966.t1	58.909195
Gpal_D383_g01967.t1	166.361130
Gpal_D383_g01968.t1	44.109200
Gpal_D383_g01969.t1	98.842911
Gpal_D383_g01970.t1	62.517273
Gpal_D383_g01971.t1	134.297394
Gpal_D383_g01972.t1	142.231400
Gpal_D383_g01973.t2	37.790684
Gpal_D383_g01974.t1	36.283226
Gpal_D383_g01975.t2	22.670345
Gpal_D383_g01975.t1	0.413753
Gpal_D383_g01974.t3	24.041510
Gpal_D383_g01974.t2	0.216989
Gpal_D383_g01977.t1	203.871765
Gpal_D383_g01979.t1	6.467735
Gpal_D383_g01980.t1	89.736046
Gpal_D383_g01981.t1	107.076065
Gpal_D383_g01998.t2	0.000000
Gpal_D383_g02000.t1	0.000000
Gpal_D383_g02001.t1	0.000000
Gpal_D383_g02002.t1	0.000000
Gpal_D383_g02003.t3	0.000000
Gpal_D383_g01998.t3	3.078251
Gpal_D383_g01998.t1	1.099156
Gpal_D383_g01999.t2	2.646484
Gpal_D383_g01999.t1	1.474807
Gpal_D383_g02001.t2	11.157392
Gpal_D383_g02002.t2	1.469363
Gpal_D383_g02003.t1	4.846159
Gpal_D383_g02003.t2	9.442659
Gpal_D383_g02003.t4	1.497442
Gpal_D383_g02004.t1	50.002312
Gpal_D383_g02005.t1	40.092678
Gpal_D383_g02010.t1	125.236336
Gpal_D383_g02011.t1	173.762314
Gpal_D383_g02012.t1	171.859833
Gpal_D383_g02014.t1	11.070950
Gpal_D383_g02015.t1	59.938831
Gpal_D383_g02006.t1	0.000000
Gpal_D383_g02006.t2	26.923313
Gpal_D383_g02007.t1	66.651398
Gpal_D383_g02008.t1	121.672623
Gpal_D383_g02009.t1	840.862183
Gpal_D383_g02016.t1	11.874482
Gpal_D383_g02017.t1	4.669605
Gpal_D383_g02013.t2	122.361549
Gpal_D383_g02013.t1	49.159695
Gpal_D383_g02018.t1	112.248909
Gpal_D383_g02019.t2	0.000000
Gpal_D383_g02019.t1	33.075581
Gpal_D383_g02020.t1	16.828850
Gpal_D383_g02021.t1	74.430977
Gpal_D383_g02022.t1	5.471493
Gpal_D383_g02025.t1	0.000000
Gpal_D383_g02023.t1	18.406544
Gpal_D383_g02024.t1	172.510986
Gpal_D383_g02026.t1	41.329990
Gpal_D383_g02026.t2	17.703136
Gpal_D383_g02027.t1	60.268951
Gpal_D383_g02028.t1	32.127689
Gpal_D383_g02029.t1	88.082527
Gpal_D383_g02032.t1	56.815842
Gpal_D383_g02033.t1	23.662407
Gpal_D383_g02030.t1	78.474503
Gpal_D383_g02031.t1	63.599701
Gpal_D383_g02038.t1	9.749756
Gpal_D383_g02036.t1	16.642900
Gpal_D383_g02037.t1	9.040456
Gpal_D383_g02034.t1	102.459839
Gpal_D383_g02035.t1	168.807617
Gpal_D383_g02040.t1	0.000000
Gpal_D383_g02039.t2	7.617635
Gpal_D383_g02039.t1	1.897470
Gpal_D383_g02039.t3	14.076424
Gpal_D383_g02039.t4	12.410971
Gpal_D383_g02041.t1	0.000000
Gpal_D383_g02042.t1	45.715351
Gpal_D383_g02043.t1	20.991766
Gpal_D383_g02044.t1	1.378225
Gpal_D383_g02045.t1	11.148992
Gpal_D383_g02048.t2	0.000000
Gpal_D383_g02046.t1	83.092407
Gpal_D383_g02047.t1	81.865952
Gpal_D383_g02047.t2	60.033653
Gpal_D383_g02048.t1	40.455940
Gpal_D383_g02048.t3	1.720635
Gpal_D383_g02049.t1	46.472813
Gpal_D383_g02050.t1	287.439636
Gpal_D383_g02052.t1	75.330070
Gpal_D383_g02051.t1	54.684322
Gpal_D383_g02053.t1	23.809942
Gpal_D383_g02054.t1	63.430984
Gpal_D383_g02057.t1	3.354660
Gpal_D383_g02055.t1	74.555923
Gpal_D383_g02056.t1	101.486351
Gpal_D383_g02060.t1	3.230347
Gpal_D383_g02058.t1	128.542969
Gpal_D383_g02059.t1	41.396709
Gpal_D383_g02066.t1	16.158321
Gpal_D383_g02061.t1	104.244621
Gpal_D383_g02062.t1	261.262390
Gpal_D383_g02063.t1	81.659286
Gpal_D383_g02064.t1	73.975227
Gpal_D383_g02065.t1	123.589027
Gpal_D383_g02068.t1	33.677158
Gpal_D383_g02069.t1	57.256218
Gpal_D383_g02067.t1	89.983513
Gpal_D383_g02070.t1	693.995972
Gpal_D383_g02071.t1	8.388371
Gpal_D383_g02072.t1	1.643293
Gpal_D383_g02076.t1	14.116471
Gpal_D383_g02075.t1	0.000000
Gpal_D383_g02075.t2	77.364594
Gpal_D383_g02075.t3	48.856483
Gpal_D383_g02073.t1	176.881058
Gpal_D383_g02074.t1	403.436768
Gpal_D383_g02077.t1	169.848007
Gpal_D383_g02079.t1	19.831842
Gpal_D383_g02080.t1	17.599350
Gpal_D383_g02081.t2	56.575886
Gpal_D383_g02081.t1	2.767249
Gpal_D383_g02078.t5	0.000000
Gpal_D383_g02078.t3	85.462349
Gpal_D383_g02078.t1	3.164069
Gpal_D383_g02078.t2	2.201860
Gpal_D383_g02078.t4	0.578808
Gpal_D383_g02078.t6	2.359812
Gpal_D383_g02082.t1	199.324814
Gpal_D383_g02083.t2	82.813011
Gpal_D383_g02083.t1	37.723854
Gpal_D383_g02091.t2	0.000000
Gpal_D383_g02091.t1	10.695007
Gpal_D383_g02092.t1	0.454627
Gpal_D383_g02093.t1	21.931053
Gpal_D383_g02088.t1	36.955257
Gpal_D383_g02089.t1	43.529869
Gpal_D383_g02090.t2	9.741948
Gpal_D383_g02090.t1	2.364980
Gpal_D383_g02085.t2	0.000000
Gpal_D383_g02085.t3	0.000000
Gpal_D383_g02084.t1	63.339813
Gpal_D383_g02085.t1	75.860359
Gpal_D383_g02086.t1	55.301228
Gpal_D383_g02087.t1	57.623215
Gpal_D383_g02094.t1	327.985626
Gpal_D383_g02097.t1	45.074493
Gpal_D383_g02095.t2	0.000000
Gpal_D383_g02095.t1	19.955276
Gpal_D383_g02096.t1	47.072472
Gpal_D383_g02099.t1	335.217651
Gpal_D383_g02100.t1	83.798401
Gpal_D383_g02101.t1	73.195534
Gpal_D383_g02102.t2	0.000000
Gpal_D383_g02102.t1	94.548523
Gpal_D383_g02103.t1	87.756317
Gpal_D383_g02104.t1	65.270363
Gpal_D383_g02105.t1	575.740540
Gpal_D383_g02106.t1	25.571375
Gpal_D383_g02107.t1	85.069313
Gpal_D383_g02109.t1	9.743189
Gpal_D383_g02110.t1	12.664090
Gpal_D383_g02111.t1	20.928362
Gpal_D383_g02112.t1	20.408724
Gpal_D383_g02108.t1	204.965714
Gpal_D383_g02113.t1	68.989075
Gpal_D383_g02114.t1	80.166283
Gpal_D383_g02115.t1	53.950668
Gpal_D383_g02116.t1	19.931217
Gpal_D383_g02117.t1	20.416843
Gpal_D383_g02118.t1	84.501350
Gpal_D383_g02119.t1	20.335743
Gpal_D383_g02120.t1	70.463264
Gpal_D383_g02121.t1	117.552994
Gpal_D383_g02122.t1	20.513042
Gpal_D383_g02123.t1	68.023964
Gpal_D383_g02124.t1	71.125237
Gpal_D383_g02193.t1	8.491438
Gpal_D383_g02194.t2	26.960087
Gpal_D383_g02194.t1	6.347277
Gpal_D383_g02195.t1	54.425396
Gpal_D383_g02196.t1	24.230215
Gpal_D383_g02198.t1	0.000000
Gpal_D383_g02197.t1	32.215332
Gpal_D383_g02199.t1	22.582541
Gpal_D383_g02200.t1	84.317780
Gpal_D383_g02201.t1	157.663086
Gpal_D383_g02202.t1	21.748260
Gpal_D383_g02203.t1	3.155302
Gpal_D383_g02204.t1	447.264160
Gpal_D383_g02205.t1	170.919388
Gpal_D383_g02208.t1	0.000000
Gpal_D383_g02206.t1	32.989227
Gpal_D383_g02207.t1	12.246294
Gpal_D383_g02208.t2	99.689064
Gpal_D383_g02209.t1	116.599640
Gpal_D383_g02210.t1	61.002483
Gpal_D383_g02214.t1	2.534880
Gpal_D383_g02215.t1	38.883991
Gpal_D383_g02211.t1	77.483009
Gpal_D383_g02212.t1	7.849386
Gpal_D383_g02213.t1	16.330132
Gpal_D383_g02217.t1	0.000000
Gpal_D383_g02218.t1	723.462158
Gpal_D383_g02219.t1	68.538940
Gpal_D383_g02220.t1	11.323094
Gpal_D383_g02221.t1	91.326736
Gpal_D383_g02222.t1	38.016476
Gpal_D383_g02223.t1	81.600433
Gpal_D383_g02224.t1	71.295776
Gpal_D383_g02225.t1	19.469370
Gpal_D383_g02226.t1	79.319473
Gpal_D383_g02232.t1	25.213957
Gpal_D383_g02233.t1	85.699753
Gpal_D383_g02228.t1	116.070625
Gpal_D383_g02229.t1	169.592865
Gpal_D383_g02230.t1	18.081520
Gpal_D383_g02136.t2	0.000000
Gpal_D383_g02141.t2	0.000000
Gpal_D383_g02148.t2	0.000000
Gpal_D383_g02159.t1	0.000000
Gpal_D383_g02162.t3	0.000000
Gpal_D383_g02165.t1	0.000000
Gpal_D383_g02182.t2	0.000000
Gpal_D383_g02125.t1	56.503822
Gpal_D383_g02126.t1	94.504944
Gpal_D383_g02127.t1	188.803131
Gpal_D383_g02128.t1	80.943893
Gpal_D383_g02129.t1	56.317101
Gpal_D383_g02130.t1	116.196068
Gpal_D383_g02131.t1	237.099442
Gpal_D383_g02132.t1	4.159566
Gpal_D383_g02133.t1	237.588623
Gpal_D383_g02134.t1	251.423630
Gpal_D383_g02135.t1	26.315018
Gpal_D383_g02136.t1	811.062805
Gpal_D383_g02137.t1	98.850578
Gpal_D383_g02138.t1	18.877117
Gpal_D383_g02139.t1	464.351410
Gpal_D383_g02140.t1	238.387833
Gpal_D383_g02141.t1	40.956612
Gpal_D383_g02142.t1	136.452148
Gpal_D383_g02143.t1	102.432014
Gpal_D383_g02144.t1	36.407188
Gpal_D383_g02144.t2	11.206047
Gpal_D383_g02145.t1	116.417610
Gpal_D383_g02146.t1	49.611847
Gpal_D383_g02147.t1	297.857361
Gpal_D383_g02148.t1	62.323635
Gpal_D383_g02149.t1	434.713135
Gpal_D383_g02150.t1	67.423859
Gpal_D383_g02151.t1	7.595377
Gpal_D383_g02152.t1	194.001678
Gpal_D383_g02153.t1	47.185375
Gpal_D383_g02154.t1	154.014420
Gpal_D383_g02155.t1	12.147475
Gpal_D383_g02156.t1	56.353714
Gpal_D383_g02157.t1	68.952942
Gpal_D383_g02158.t2	62.483353
Gpal_D383_g02158.t1	12.642900
Gpal_D383_g02159.t2	16.983019
Gpal_D383_g02160.t1	4.028921
Gpal_D383_g02161.t1	142.496353
Gpal_D383_g02162.t1	78.971458
Gpal_D383_g02162.t2	1.106595
Gpal_D383_g02163.t1	48.921955
Gpal_D383_g02164.t1	7.530933
Gpal_D383_g02166.t1	23.263012
Gpal_D383_g02167.t1	297.504028
Gpal_D383_g02168.t1	168.940323
Gpal_D383_g02169.t1	2.619886
Gpal_D383_g02170.t1	108.058891
Gpal_D383_g02171.t1	81.164284
Gpal_D383_g02172.t1	56.430214
Gpal_D383_g02172.t2	18.164648
Gpal_D383_g02173.t1	4.428755
Gpal_D383_g02174.t1	43.389317
Gpal_D383_g02175.t1	59.194649
Gpal_D383_g02176.t1	149.716949
Gpal_D383_g02177.t1	69.687759
Gpal_D383_g02178.t1	41.726013
Gpal_D383_g02179.t1	34.033504
Gpal_D383_g02180.t1	96.396088
Gpal_D383_g02181.t1	103.072601
Gpal_D383_g02182.t1	60.254650
Gpal_D383_g02183.t1	112.058434
Gpal_D383_g02184.t1	34.557674
Gpal_D383_g02185.t1	26.156361
Gpal_D383_g02186.t1	153.388718
Gpal_D383_g02187.t1	162.770554
Gpal_D383_g02188.t1	29.513594
Gpal_D383_g02188.t2	39.403030
Gpal_D383_g02189.t1	88.427101
Gpal_D383_g02189.t2	39.246117
Gpal_D383_g02190.t1	92.684578
Gpal_D383_g02190.t2	87.340851
Gpal_D383_g02191.t1	63.106247
Gpal_D383_g02192.t1	112.183388
Gpal_D383_g02240.t1	400.749786
Gpal_D383_g02245.t1	13.826000
Gpal_D383_g02238.t1	0.000000
Gpal_D383_g02234.t1	61.732960
Gpal_D383_g02235.t1	2084.882080
Gpal_D383_g02236.t1	65.118599
Gpal_D383_g02237.t1	345.738098
Gpal_D383_g02238.t2	78.932289
Gpal_D383_g02239.t1	2.800979
Gpal_D383_g02238.t3	3.923179
Gpal_D383_g02246.t1	53.955872
Gpal_D383_g02244.t1	105.547066
Gpal_D383_g02241.t1	119.220131
Gpal_D383_g02242.t1	137.005554
Gpal_D383_g02243.t1	55.617302
Gpal_D383_g02248.t3	0.000000
Gpal_D383_g02247.t1	4.194252
Gpal_D383_g02247.t2	260.211121
Gpal_D383_g02248.t1	38.493217
Gpal_D383_g02248.t2	37.636993
Gpal_D383_g02251.t1	2.347062
Gpal_D383_g02249.t1	75.688515
Gpal_D383_g02250.t1	843.056763
Gpal_D383_g02279.t1	5.522932
Gpal_D383_g02280.t1	12.072814
Gpal_D383_g02278.t1	5.681931
Gpal_D383_g02281.t1	16.839716
Gpal_D383_g02277.t1	0.000000
Gpal_D383_g02276.t1	51.721367
Gpal_D383_g02282.t1	68.166504
Gpal_D383_g02285.t1	2.408825
Gpal_D383_g02286.t1	0.000000
Gpal_D383_g02286.t3	0.000000
Gpal_D383_g02286.t2	9.567728
Gpal_D383_g02287.t1	71.509445
Gpal_D383_g02283.t1	65.066269
Gpal_D383_g02290.t1	56.371227
Gpal_D383_g02288.t1	47.626648
Gpal_D383_g02289.t1	15.677030
Gpal_D383_g02258.t1	0.000000
Gpal_D383_g02259.t1	0.000000
Gpal_D383_g02268.t1	0.000000
Gpal_D383_g02252.t1	6.510795
Gpal_D383_g02253.t1	128.043640
Gpal_D383_g02254.t1	9.617079
Gpal_D383_g02255.t1	18.442669
Gpal_D383_g02256.t1	61.128132
Gpal_D383_g02257.t1	80.628716
Gpal_D383_g02260.t1	1.852878
Gpal_D383_g02260.t2	26.073841
Gpal_D383_g02261.t1	87.881744
Gpal_D383_g02262.t1	13.616282
Gpal_D383_g02263.t1	0.122404
Gpal_D383_g02264.t1	9.878475
Gpal_D383_g02264.t2	3.485877
Gpal_D383_g02265.t1	41.949070
Gpal_D383_g02266.t1	16.861483
Gpal_D383_g02267.t1	66.032349
Gpal_D383_g02269.t1	5.896147
Gpal_D383_g02270.t1	66.241493
Gpal_D383_g02271.t1	57.685184
Gpal_D383_g02272.t1	9.356503
Gpal_D383_g02273.t1	5.459667
Gpal_D383_g02274.t1	62.078030
Gpal_D383_g02275.t1	2.691995
Gpal_D383_g02491.t1	0.000000
Gpal_D383_g02495.t1	166.527679
Gpal_D383_g02496.t1	5.200063
Gpal_D383_g02499.t1	0.000000
Gpal_D383_g02500.t1	0.000000
Gpal_D383_g02497.t2	16.595736
Gpal_D383_g02497.t1	4.173041
Gpal_D383_g02498.t1	41.009529
Gpal_D383_g02498.t2	37.639935
Gpal_D383_g02501.t1	20.878460
Gpal_D383_g02492.t1	40.485168
Gpal_D383_g02493.t1	36.402252
Gpal_D383_g02494.t2	85.555214
Gpal_D383_g02494.t1	2.910357
Gpal_D383_g02510.t1	116.930817
Gpal_D383_g02502.t1	26.262787
Gpal_D383_g02503.t1	4.790012
Gpal_D383_g02511.t1	12.914356
Gpal_D383_g02511.t2	106.139778
Gpal_D383_g02512.t2	114.074783
Gpal_D383_g02512.t1	4.575606
Gpal_D383_g02513.t1	27.954231
Gpal_D383_g02514.t1	187.535477
Gpal_D383_g02515.t1	861.443481
Gpal_D383_g02516.t1	87.710487
Gpal_D383_g02518.t1	0.000000
Gpal_D383_g02519.t4	0.000000
Gpal_D383_g02519.t5	0.000000
Gpal_D383_g02518.t2	16.546247
Gpal_D383_g02519.t1	19.517698
Gpal_D383_g02519.t2	1.502957
Gpal_D383_g02519.t3	0.640147
Gpal_D383_g02521.t1	2.303900
Gpal_D383_g02521.t2	0.701415
Gpal_D383_g02520.t1	23.246498
Gpal_D383_g02517.t2	0.000000
Gpal_D383_g02517.t1	174.537125
Gpal_D383_g02529.t1	4.429265
Gpal_D383_g02530.t1	24.228127
Gpal_D383_g02531.t1	75.496719
Gpal_D383_g02532.t1	252.297745
Gpal_D383_g02533.t1	6.210561
Gpal_D383_g02523.t1	0.000000
Gpal_D383_g02524.t1	0.000000
Gpal_D383_g02522.t1	3.722059
Gpal_D383_g02523.t2	0.894309
Gpal_D383_g02525.t1	66.654976
Gpal_D383_g02526.t1	13.594459
Gpal_D383_g02527.t1	117.427345
Gpal_D383_g02528.t1	167.289246
Gpal_D383_g02535.t1	15.930282
Gpal_D383_g02534.t2	36.947792
Gpal_D383_g02534.t1	0.338800
Gpal_D383_g02537.t1	56.012424
Gpal_D383_g02538.t1	1.018346
Gpal_D383_g02539.t1	8.065777
Gpal_D383_g02536.t1	319.306702
Gpal_D383_g02540.t1	7.718210
Gpal_D383_g02541.t1	73.738670
Gpal_D383_g02542.t1	48.582813
Gpal_D383_g02547.t1	14.682426
Gpal_D383_g02543.t1	74.806267
Gpal_D383_g02548.t1	0.000000
Gpal_D383_g02548.t3	0.000000
Gpal_D383_g02548.t2	34.494488
Gpal_D383_g02544.t1	18.305285
Gpal_D383_g02545.t1	63.848412
Gpal_D383_g02546.t1	7.333919
Gpal_D383_g02551.t1	1.908575
Gpal_D383_g02552.t1	16.652342
Gpal_D383_g02553.t1	4.128475
Gpal_D383_g02549.t1	2.595387
Gpal_D383_g02550.t1	53.746933
Gpal_D383_g02555.t1	112.205589
Gpal_D383_g02558.t2	0.000000
Gpal_D383_g02558.t1	39.948048
Gpal_D383_g02556.t1	63.265373
